1สา0ฬü,42,,,,,,,,
1สา1ฬü,791,,,,,,,,
1สา2ฬü,8,,,,,,,,
2สา0ฬü,5,,,,,,,,
2สา1ฬü,1280,,,,,,,,
2สา2ฬü,480,,,,,,,,
3สา1ฬü,260,,,,,,,,
3สา2ฬü,878,,,,,,,,
4สา1ฬü,13,,,,,,,,
4สา2ฬü,139,,,,,,,,
4สา3ฬü,6,,,,,,,,
5สา1ฬü,1,,,,,,,,
5สา2ฬü,13,,,,,,,,
5สา3ฬü,1,,,,,,,,
7สา2ฬü,1,,,,,,,,
